rank,recipient_name,amount,fraction,address,scheme_id,scheme,scheme_1,counts,latitude,longitude
11,aop piemonte soc. cons. a r.l.,8962212.21,0.0012402928852118748,LAGNASCO,b905eca258259a1dbfdbe2f2d3573800a95c6327,IV.5 EAGF,EAGF,1,,
12,consorzio interregionale ortofrutticolo soc. coop. a r.l.,8789392.68,0.0012163761525501003,PARMA,b905eca258259a1dbfdbe2f2d3573800a95c6327 _&_ 8c54bfd65b64a15bfd5e77052095ec1e8374d857,"IV.5 EAGF _&_ III.1 - Public Intervention Chapter I, Section 2",EAGF,2,,
13,aop unolombardia societa' agricola consortile a responsabilita' l imitata,8530713.82,0.0011805772290148229,SAN GIULIANO MILANESE,b905eca258259a1dbfdbe2f2d3573800a95c6327,IV.5 EAGF,EAGF,1,,
14,consorzio della bonifica parmense,8294787.600000001,0.001147927074650655,PARMA,96e830420e116b9c67d7761fcd217e51d748257a _&_ 07ecd204fce13940dcbb6253d091a10659cddac8,"I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ I.5 - Premiums in the sheep meat and goat meat sector –  Title IV, Chapter 1, Section 10",National _&_ EAFRD,4,,
15,agenzia forestale regionale,8263802.17,0.0011436389583381055,PERUGIA,bd065481240836afd5ed455a4f9c64d129f1968d _&_ 96e830420e116b9c67d7761fcd217e51d748257a _&_ 07ecd204fce13940dcbb6253d091a10659cddac8,"VI.8 National _&_ VI.8 EAFRD _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ I.5 - Premiums in the sheep meat and goat meat sector –  Title IV, Chapter 1, Section 10",National _&_ EAFRD,6,,
16,aop italia societa' consortile a responsabilita' limitata,7701680.65,0.001065846187363261,CESENA,8c54bfd65b64a15bfd5e77052095ec1e8374d857,"III.1 - Public Intervention Chapter I, Section 2",EAGF,2,,
17,"orogel societa' cooperativa agricola in sigla ""a.c.o. societa' cooperativa agricola",6998303.47,0.0009685048511470779,CESENA,b905eca258259a1dbfdbe2f2d3573800a95c6327 _&_ ec9fd15a681e229334c60ed76853f71872d45b18 _&_ f5be9436f792236113ec36aca52ce84ec60e04a0 _&_ 7398e8016b39474ee4ddab0d4f3ec822b892231c _&_ 3c443610677e50940c95c0a228b76de715468bab,"IV.5 EAGF _&_ III.6 - Support in the olive oil and tables olives sector Chapter II, Section 2 _&_ I.2 - Single area payment scheme – Title V, Chapter 2 _&_ I.1 - Single payment scheme – Title III _&_ I.6 - Crop-specific payment for cotton – Title IV, Chapter 1 Section 6",EAGF,5,,
18,a.o.p. europae societa' consortile a responsabilita' limitata in breve a.o.p. europae s.c a r.l.,6729839.34,0.0009313517306260011,EBOLI,8c54bfd65b64a15bfd5e77052095ec1e8374d857,"III.1 - Public Intervention Chapter I, Section 2",EAGF,1,,
19,elle esse a.o.p. s.c.a.r.l.,6460795.04,0.0008941183195799565,FERRARA,8c54bfd65b64a15bfd5e77052095ec1e8374d857,"III.1 - Public Intervention Chapter I, Section 2",EAGF,2,,
20,c.i.o.p. cons.intracom. organ. di prod. soc.cons.a.r.l.,6069904.8,0.0008400224811629858,TRESIGNANA,8c54bfd65b64a15bfd5e77052095ec1e8374d857,"III.1 - Public Intervention Chapter I, Section 2",EAGF,2,,
691807,0057205 0057205,0.01,1.3839137660989112e-12,,0085061858c2f35b3ef2ce168a8cd7dfc241df93,VI.22 National,National,1,,
691808,pndncl71l27 pndncl71l27,0.01,1.3839137660989112e-12,,ec00d1395dc58b565abc70500f4602c53747efb1,VI.16 EAFRD,EAFRD,1,,
691809,fnsgrl50l62 fnsgrl50l62,0.01,1.3839137660989112e-12,,0085061858c2f35b3ef2ce168a8cd7dfc241df93,VI.22 National,National,1,,
691810,brgdnl84c27 brgdnl84c27,0.01,1.3839137660989112e-12,,0085061858c2f35b3ef2ce168a8cd7dfc241df93,VI.22 National,National,1,,
691811,pzzdgi56a21 pzzdgi56a21,0.01,1.3839137660989112e-12,,0085061858c2f35b3ef2ce168a8cd7dfc241df93,VI.22 National,National,1,,
691812,0379259 0379259,0.01,1.3839137660989112e-12,,e494e36044d922b6495fa5ab9f9bb797de6a1a91,"II.1 - Basic payment scheme - Title III, Sections 1, 2, 3 and 5",EAGF,1,,
691813,cpvlcn43t12 cpvlcn43t12,0.01,1.3839137660989112e-12,,0085061858c2f35b3ef2ce168a8cd7dfc241df93,VI.22 National,National,1,,
691814,prsnmr59m55 prsnmr59m55,0.01,1.3839137660989112e-12,,7b172f12bc410253518372e46823216c7a857c21,"II.7 - Voluntary coupled support – Title IV, Chapter 1",EAGF,1,,
691815,0167142 0167142,0.01,1.3839137660989112e-12,,c622603023459ffbd7d5413130ce7c1f7fa2d262,"II.6 - Payment for young farmers – Title III, Chapter 5",EAGF,1,,
691816,brtlsf71h43 brtlsf71h43,0.01,1.3839137660989112e-12,,0085061858c2f35b3ef2ce168a8cd7dfc241df93,VI.22 National,National,1,,
691817,vncgpp48s22 vncgpp48s22,0.01,1.3839137660989112e-12,,0085061858c2f35b3ef2ce168a8cd7dfc241df93,VI.22 National,National,1,,
691818,0559542 0559542,0.01,1.3839137660989112e-12,,e494e36044d922b6495fa5ab9f9bb797de6a1a91,"II.1 - Basic payment scheme - Title III, Sections 1, 2, 3 and 5",EAGF,1,,
691819,vgiglm46l07 vgiglm46l07,0.01,1.3839137660989112e-12,,0085061858c2f35b3ef2ce168a8cd7dfc241df93,VI.22 National,National,1,,
691820,cmrgvt67e18 cmrgvt67e18,0.0099999999999909,1.3839137660976519e-12,,4faa1e69e1865f3c356ae2ed5b45139089ed5ece _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32,V.2 National _&_ V.2 EAFRD _&_ VI.15 EAFRD _&_ VI.15 National,National _&_ EAFRD,4,,
691821,psslnz80b09 psslnz80b09,0.0099999999999909,1.3839137660976519e-12,,4faa1e69e1865f3c356ae2ed5b45139089ed5ece _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32,V.2 National _&_ V.2 EAFRD _&_ VI.15 EAFRD _&_ VI.15 National,National _&_ EAFRD,4,,
691822,lnantn85r08 lnantn85r08,1.1368683772161605e-13,1.5733277974719742e-23,,e494e36044d922b6495fa5ab9f9bb797de6a1a91 _&_ ec00d1395dc58b565abc70500f4602c53747efb1,"II.1 - Basic payment scheme - Title III, Sections 1, 2, 3 and 5 _&_ VI.16 EAFRD _&_ VI.16 National",EAGF _&_ EAFRD _&_ National,3,,
691823,prsmhl84t11 prsmhl84t11,2.8421709430404014e-14,3.9333194936799356e-24,,7b172f12bc410253518372e46823216c7a857c21 _&_ df6edca01bf13388eb18528622472ecc5db99198,"II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ VI.18 National _&_ VI.18 EAFRD",EAGF _&_ National _&_ EAFRD,3,,
691824,mnnvlr96a62 mnnvlr96a62,7.105427357601002e-15,9.833298734199837e-25,,e494e36044d922b6495fa5ab9f9bb797de6a1a91 _&_ ec00d1395dc58b565abc70500f4602c53747efb1,"II.1 - Basic payment scheme - Title III, Sections 1, 2, 3 and 5 _&_ VI.16 National _&_ VI.16 EAFRD",EAGF _&_ National _&_ EAFRD,3,,
691825,crmmrc86s18 crmmrc86s18,7.105427357601002e-15,9.833298734199837e-25,,e494e36044d922b6495fa5ab9f9bb797de6a1a91 _&_ df6edca01bf13388eb18528622472ecc5db99198,"II.1 - Basic payment scheme - Title III, Sections 1, 2, 3 and 5 _&_ VI.18 National _&_ VI.18 EAFRD",EAGF _&_ National _&_ EAFRD,3,,
691826,0545471 0545471,7.105427357601002e-15,9.833298734199837e-25,,e494e36044d922b6495fa5ab9f9bb797de6a1a91 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32,"II.1 - Basic payment scheme - Title III, Sections 1, 2, 3 and 5 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ VI.15 National _&_ VI.15 EAFRD",EAGF _&_ National _&_ EAFRD,4,,
