rank,recipient_name,amount,fraction,address,scheme_id,scheme,scheme_1,counts,latitude,longitude
11,hh jalasto oy,1268496.01,0.0008347478566373262,KAUHAVA,3c443610677e50940c95c0a228b76de715468bab _&_ 4faa1e69e1865f3c356ae2ed5b45139089ed5ece _&_ 267c6286a2fa8897d037c04ac17950a4f3b954b8 _&_ 96e830420e116b9c67d7761fcd217e51d748257a _&_ 7398e8016b39474ee4ddab0d4f3ec822b892231c _&_ 593be1ac8b242936da4efe3e6025abf25b84019a _&_ f5be9436f792236113ec36aca52ce84ec60e04a0,"I.6 - Crop-specific payment for cotton – Title IV, Chapter 1 Section 6 _&_ V.2 National _&_ V.1 National _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ V.1 EAFRD _&_ I.1 - Single payment scheme – Title III _&_ V.2 EAFRD _&_ I.2 - Single area payment scheme – Title V, Chapter 2",EAGF _&_ National _&_ EAFRD,15,,
12,acf uussaari oy,1256698.04,0.0008269840717357313,UUSIKAUPUNKI,10ec67b4d1a49d8ef9defb485e8f4c84d55a8fa3 _&_ 267c6286a2fa8897d037c04ac17950a4f3b954b8 _&_ 4faa1e69e1865f3c356ae2ed5b45139089ed5ece _&_ 7398e8016b39474ee4ddab0d4f3ec822b892231c _&_ 3c443610677e50940c95c0a228b76de715468bab _&_ 593be1ac8b242936da4efe3e6025abf25b84019a _&_ f5be9436f792236113ec36aca52ce84ec60e04a0,"V.4 National _&_ V.4 EAFRD _&_ V.1 National _&_ V.1 EAFRD _&_ V.2 National _&_ I.1 - Single payment scheme – Title III _&_ I.6 - Crop-specific payment for cotton – Title IV, Chapter 1 Section 6 _&_ V.2 EAFRD _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ I.2 - Single area payment scheme – Title V, Chapter 2",National _&_ EAFRD _&_ EAGF,16,,
13,sven sigg ab,1200000.0,0.0007896732981957046,NÄRPIÖ,10ec67b4d1a49d8ef9defb485e8f4c84d55a8fa3,V.4 National _&_ V.4 EAFRD,National _&_ EAFRD,2,,
14,proagria länsi-suomi ry,1174179.07,0.0007726815490660543,TURKU,4fe32c61105e0421457f32fc9d3b0d0c69af754b _&_ ddfdb97f46cfeb55934bcc18cb4d733562f7a8d4 _&_ a467ecf0b834f66a211d9ab7a9a6abf3cd81c4e5 _&_ 12e667f2468f92e4442ccc751d739bf51c34b896,V.8 National _&_ V.8 EAFRD _&_ VI.21 National _&_ VI.21 EAFRD _&_ V.7 National _&_ V.7 EAFRD _&_ VI.24 EAFRD _&_ VI.24 National,National _&_ EAFRD,12,,
15,maatalousyhtymä roppola,1147975.82,0.0007554382100235989,RANTASALMI,10ec67b4d1a49d8ef9defb485e8f4c84d55a8fa3 _&_ 3c443610677e50940c95c0a228b76de715468bab _&_ 4faa1e69e1865f3c356ae2ed5b45139089ed5ece _&_ 7398e8016b39474ee4ddab0d4f3ec822b892231c _&_ 593be1ac8b242936da4efe3e6025abf25b84019a _&_ 267c6286a2fa8897d037c04ac17950a4f3b954b8 _&_ f5be9436f792236113ec36aca52ce84ec60e04a0 _&_ df6edca01bf13388eb18528622472ecc5db99198,"V.4 National _&_ V.4 EAFRD _&_ I.6 - Crop-specific payment for cotton – Title IV, Chapter 1 Section 6 _&_ V.2 National _&_ I.1 - Single payment scheme – Title III _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ V.1 National _&_ V.1 EAFRD _&_ V.2 EAFRD _&_ I.2 - Single area payment scheme – Title V, Chapter 2 _&_ VI.18 EAFRD _&_ VI.18 National",National _&_ EAFRD _&_ EAGF,14,,
16,koivikon kartano oy,1116316.25,0.0007346042791391339,KITEE,96e830420e116b9c67d7761fcd217e51d748257a _&_ 267c6286a2fa8897d037c04ac17950a4f3b954b8 _&_ 4faa1e69e1865f3c356ae2ed5b45139089ed5ece _&_ 7398e8016b39474ee4ddab0d4f3ec822b892231c _&_ 593be1ac8b242936da4efe3e6025abf25b84019a _&_ 10ec67b4d1a49d8ef9defb485e8f4c84d55a8fa3 _&_ 3c443610677e50940c95c0a228b76de715468bab _&_ f5be9436f792236113ec36aca52ce84ec60e04a0,"I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ V.1 National _&_ V.1 EAFRD _&_ V.2 National _&_ I.1 - Single payment scheme – Title III _&_ V.2 EAFRD _&_ V.4 National _&_ V.4 EAFRD _&_ I.6 - Crop-specific payment for cotton – Title IV, Chapter 1 Section 6 _&_ I.2 - Single area payment scheme – Title V, Chapter 2",EAFRD _&_ National _&_ EAGF,15,,
17,wikli group oy,1096107.85,0.0007213059175730856,KIURUVESI,4fe32c61105e0421457f32fc9d3b0d0c69af754b _&_ ddfdb97f46cfeb55934bcc18cb4d733562f7a8d4 _&_ 2b1351297f9d38f59530bc598ff84e4da9326d77,"V.8 National _&_ V.8 EAFRD _&_ VI.21 EAFRD _&_ I.2 - Single area payment scheme – Title V, Chapter 2",National _&_ EAFRD,5,,
18,jyväskylän ammattikorkeakoulu oy,997239.38,0.000656244425246033,JYVÄSKYLÄ,ddfdb97f46cfeb55934bcc18cb4d733562f7a8d4 _&_ 9e328d254aa6157ee3b4f7985edba31e37f7e706 _&_ ba90013a92ee3fa1895b18b70992e7a25e867a0b,"VI.21 EAFRD _&_ VI.21 National _&_ I.1 - Single payment scheme – Title III _&_ I.7 - Specific support – Title III, Chapter 5",EAFRD _&_ National,9,,
19,sikamanni oy,976234.56,0.0006424219706731937,SEINÄJOKI,10ec67b4d1a49d8ef9defb485e8f4c84d55a8fa3 _&_ 4faa1e69e1865f3c356ae2ed5b45139089ed5ece _&_ 267c6286a2fa8897d037c04ac17950a4f3b954b8 _&_ 7398e8016b39474ee4ddab0d4f3ec822b892231c _&_ 593be1ac8b242936da4efe3e6025abf25b84019a _&_ 3c443610677e50940c95c0a228b76de715468bab _&_ f5be9436f792236113ec36aca52ce84ec60e04a0,"V.4 National _&_ V.4 EAFRD _&_ V.2 National _&_ V.1 National _&_ V.1 EAFRD _&_ I.1 - Single payment scheme – Title III _&_ V.2 EAFRD _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ I.6 - Crop-specific payment for cotton – Title IV, Chapter 1 Section 6 _&_ I.2 - Single area payment scheme – Title V, Chapter 2",National _&_ EAFRD _&_ EAGF,20,,
20,mullimäki oy,972412.3,0.0006399066901225592,LAITILA,3c443610677e50940c95c0a228b76de715468bab _&_ 10ec67b4d1a49d8ef9defb485e8f4c84d55a8fa3 _&_ 4faa1e69e1865f3c356ae2ed5b45139089ed5ece _&_ 267c6286a2fa8897d037c04ac17950a4f3b954b8 _&_ 7398e8016b39474ee4ddab0d4f3ec822b892231c _&_ 593be1ac8b242936da4efe3e6025abf25b84019a _&_ f5be9436f792236113ec36aca52ce84ec60e04a0,"I.6 - Crop-specific payment for cotton – Title IV, Chapter 1 Section 6 _&_ V.4 National _&_ V.2 National _&_ V.1 National _&_ V.4 EAFRD _&_ I.1 - Single payment scheme – Title III _&_ V.1 EAFRD _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ V.2 EAFRD _&_ I.2 - Single area payment scheme – Title V, Chapter 2",EAGF _&_ National _&_ EAFRD,14,,
10971,692482,181.12,1.1918802314100502e-07,LAPPEENRANTA,141bc77784b65c7c4d14bce3d0ba4f914978ff7c,IV.3 EAGF,EAGF,1,,
10972,692467,163.76,1.0776408276044048e-07,ORIPÄÄ,141bc77784b65c7c4d14bce3d0ba4f914978ff7c,IV.3 EAGF,EAGF,1,,
10973,692455,151.8,9.989367222175665e-08,HEINÄVESI,267c6286a2fa8897d037c04ac17950a4f3b954b8,V.1 National _&_ V.1 EAFRD,National _&_ EAFRD,2,,
10974,692447,145.36,9.565575885477303e-08,MAALAHTI,12e667f2468f92e4442ccc751d739bf51c34b896,VI.24 EAFRD _&_ VI.24 National,EAFRD _&_ National,2,,
10975,692445,144.45,9.505692327030793e-08,KARIJOKI,141bc77784b65c7c4d14bce3d0ba4f914978ff7c,IV.3 EAGF,EAGF,1,,
10976,692444,143.44,9.439228157765989e-08,INARI,12e667f2468f92e4442ccc751d739bf51c34b896,VI.24 EAFRD _&_ VI.24 National,EAFRD _&_ National,2,,
10977,692431,133.35,8.775244526199767e-08,HELSINKI,141bc77784b65c7c4d14bce3d0ba4f914978ff7c,IV.3 EAGF,EAGF,1,,
10978,692418,125.0,8.225763522871923e-08,SOTKAMO,3c443610677e50940c95c0a228b76de715468bab,"I.6 - Crop-specific payment for cotton – Title IV, Chapter 1 Section 6",EAGF,1,,
10979,692416,125.0,8.225763522871923e-08,KRUUNUPYY,3c443610677e50940c95c0a228b76de715468bab,"I.6 - Crop-specific payment for cotton – Title IV, Chapter 1 Section 6",EAGF,1,,
10980,692397,101.88,6.704326301681533e-08,PORI,12e667f2468f92e4442ccc751d739bf51c34b896,VI.24 National _&_ VI.24 EAFRD,National _&_ EAFRD,2,,
10981,692396,101.82,6.700377935190553e-08,SEINÄJOKI,141bc77784b65c7c4d14bce3d0ba4f914978ff7c,IV.3 EAGF,EAGF,1,,
10982,692391,100.0,6.580610818297539e-08,KIURUVESI,4fe32c61105e0421457f32fc9d3b0d0c69af754b,V.8 National _&_ V.8 EAFRD,National _&_ EAFRD,2,,
10983,692386,97.27,6.400960142958015e-08,PUDASJÄRVI,12e667f2468f92e4442ccc751d739bf51c34b896,VI.24 EAFRD _&_ VI.24 National,EAFRD _&_ National,2,,
10984,692378,92.63,6.09561980098901e-08,RUOVESI,12e667f2468f92e4442ccc751d739bf51c34b896,VI.24 National _&_ VI.24 EAFRD,National _&_ EAFRD,2,,
10985,692370,85.11,5.600757867453035e-08,TERVOLA,12e667f2468f92e4442ccc751d739bf51c34b896,VI.24 EAFRD,EAFRD,1,,
10986,692368,81.56,5.3671461834034726e-08,MIKKELI,141bc77784b65c7c4d14bce3d0ba4f914978ff7c,IV.3 EAGF,EAGF,1,,
10987,692361,74.14,4.8788648606857954e-08,TURKU,141bc77784b65c7c4d14bce3d0ba4f914978ff7c,IV.3 EAGF,EAGF,1,,
10988,692357,70.97,4.670259497745763e-08,SASTAMALA,12e667f2468f92e4442ccc751d739bf51c34b896,VI.24 National _&_ VI.24 EAFRD,National _&_ EAFRD,2,,
10989,692332,55.86,3.675929203101005e-08,KUHMO,12e667f2468f92e4442ccc751d739bf51c34b896,VI.24 EAFRD,EAFRD,1,,
10990,692244,16.41,1.0798782352826262e-08,LOIMAA,df6edca01bf13388eb18528622472ecc5db99198 _&_ e494e36044d922b6495fa5ab9f9bb797de6a1a91 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05,"VI.18 National _&_ II.1 - Basic payment scheme - Title III, Sections 1, 2, 3 and 5 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ VI.18 EAFRD",National _&_ EAGF _&_ EAFRD,4,,
