rank,recipient_name,amount,fraction,address,scheme_id,scheme,counts,latitude,longitude
11,fruition po limited,2742975.0888420003,0.0012378369120007923,CANTERBURY,464bb70f29dfdc6b8d9acabbaf5859ad7499f1a0,Aid in fruit and vegetables sector - UK funded,1,,
12,somerset council,2587171.463442,0.0011675265838726999,TAUNTON,a50702ee19e4be9d418a5d47489537d7fffd7c4c _&_ 6eb7e58b54f1ca789f9317f3a2ba9a1a0a667a4e _&_ 7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic services and village renewal in rural areas - UK funded _&_ Agri-environment-climate - UK funded _&_ Basic payment scheme - UK funded,3,,
13,angus growers ltd,2417269.283562,0.0010908539263117995,ARBROATH,464bb70f29dfdc6b8d9acabbaf5859ad7499f1a0,Aid in fruit and vegetables sector - UK funded,1,,
14,verderers of the new forest,2398458.7188210003,0.001082365183024736,LYNDHURST,6eb7e58b54f1ca789f9317f3a2ba9a1a0a667a4e,Agri-environment-climate - UK funded,1,,
15,dard farm policy branch,2378101.480008,0.0010731784639285064,CO DOWN,b9be7c371ecafa4aa85e5ed1ce248bdbe043497f _&_ 5eb6aea3231c4171a32307128d1b3f0b6d21bb26,IV/A.1 - Knowledge transfer and information actions _&_ IV/A.25 - Technical assistance,2,,
16,bowhill farming ltd,2145815.960328,0.0009683537458503787,SELKIRK,7efbd5485e1268ef9193a18fb701612b8a1aaef9 _&_ 30ea935d87e4a62de38df47bdfce3ffe0bce63ca _&_ 4d601a7a0955a75b4a11d86bd6a98df47b3351c9 _&_ 747d12e2e5928ddc4fe1e8ee04f8978b5636233a _&_ 4d428e892a05090ec2003780f72902e92aca3f1b _&_ acf6553d8e50468f57e921aadd6e78e506b2159b _&_ 3138deae70ca08e4d8a1f0339bb6aa6adeac723f _&_ ac68ea56c2d84278676082437fb588053e23838e,Basic payment scheme - UK funded _&_ Greening - UK payments - UK funded _&_ Investment in forest area development and viability - UK funded _&_ Payments to areas facing natural constraints - UK funded _&_ Other direct aids - UK funded _&_ Investments in physical assets - UK funded _&_ IV/A.15 - Agri-environment-climate _&_ Investment in forest area development and viability,8,,
17,menter a busnes,2074920.657237,0.0009363604465271347,CEREDIGION,1a37804ba4b028189daf24eea86d84c83467c342 _&_ b9be7c371ecafa4aa85e5ed1ce248bdbe043497f _&_ a7e47d860837038075b792db9aa0e0c5f9bb0996,V/B.4.4 - Transnational and inter-regional cooperation _&_ IV/A.1 - Knowledge transfer and information actions _&_ Cooperation - UK funded,3,,
18,the 1959 discretionary settlement,1967876.560302,0.0008880540893396647,EDGBASTON,4d601a7a0955a75b4a11d86bd6a98df47b3351c9,Investment in forest area development and viability - UK funded,1,,
19,countryside services limited,1599314.092704,0.0007217309504140748,CO TYRONE,5eb6aea3231c4171a32307128d1b3f0b6d21bb26 _&_ 1a37804ba4b028189daf24eea86d84c83467c342,IV/A.25 - Technical assistance _&_ V/B.4.4 - Transnational and inter-regional cooperation,2,,
20,forest of dartmoor commoners association,1585020.597669,0.0007152806491234086,LAUNCESTON,6eb7e58b54f1ca789f9317f3a2ba9a1a0a667a4e,Agri-environment-climate - UK funded,1,,
139353,gb gb-1023446,0.023622,1.0660025187333007e-11,ALFORD,30ea935d87e4a62de38df47bdfce3ffe0bce63ca _&_ 7efbd5485e1268ef9193a18fb701612b8a1aaef9,Greening - UK payments - UK funded _&_ Basic payment scheme - UK funded,2,,
139354,gb gb-1027899,0.023622,1.0660025187333007e-11,DUMFRIES,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139355,gb gb-1021690,0.023622,1.0660025187333007e-11,CUPAR,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139356,gb gb-1357963,0.023622,1.0660025187333007e-11,GALASHIELS,7efbd5485e1268ef9193a18fb701612b8a1aaef9 _&_ 30ea935d87e4a62de38df47bdfce3ffe0bce63ca,Basic payment scheme - UK funded _&_ Greening - UK payments - UK funded,2,,
139357,gb gb-1308865,0.011811,5.3300125936665035e-12,CULLEN,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139358,gb gb-1460895,0.011811,5.3300125936665035e-12,HOLSWORTHY,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139359,gb gb-1472583,0.011811,5.3300125936665035e-12,BURY,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139360,gb gb-1023623,0.011811,5.3300125936665035e-12,FORFAR,30ea935d87e4a62de38df47bdfce3ffe0bce63ca,Greening - UK payments - UK funded,1,,
139361,gb gb-1491526,0.011811,5.3300125936665035e-12,SOUTHAMPTON,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139362,gb gb-1469498,0.011811,5.3300125936665035e-12,EXETER,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139363,gb gb-1023891,0.011811,5.3300125936665035e-12,NAIRN,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139364,gb gb-1426934,0.011811,5.3300125936665035e-12,MAIDSTONE,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139365,gb gb-1393469,0.011811,5.3300125936665035e-12,DARLINGTON,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139366,gb gb-1028452,0.011811,5.3300125936665035e-12,WALLS,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139367,gb gb-1044964,0.011811,5.3300125936665035e-12,ABERLOUR,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139368,gb gb-1458021,0.011811,5.3300125936665035e-12,BIGGAR,30ea935d87e4a62de38df47bdfce3ffe0bce63ca,Greening - UK payments - UK funded,1,,
139369,gb gb-1433488,0.011811,5.3300125936665035e-12,BLACKBURN,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139370,gb gb-1453916,0.011811,5.3300125936665035e-12,WOLVERHAMPTON,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139371,gb gb-1448141,0.011811,5.3300125936665035e-12,SHERBORNE,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
139372,gb gb-1484475,0.011811,5.3300125936665035e-12,PENRITH,7efbd5485e1268ef9193a18fb701612b8a1aaef9,Basic payment scheme - UK funded,1,,
