rank,recipient_name,amount,fraction,address,scheme_id,scheme,scheme_1,counts,latitude,longitude
11,sia uzvara-lauks,1155293.15,0.0022025649748272304,Bauskas nov.,d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 91ca7a8751c15dac4a4b91f46ec736d9f8002557 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ fd194209a0f99aecd4bd45346022d967b53f5c1f _&_ 040d5cbeb296c0c665bc820cc81fed686ed82716,"II.2 - Single area payment scheme – Art. 36 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ V.6 EAFRD _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ V.6 National _&_ I.6 - Crop-specific payment for cotton – Title IV, Chapter 1 Section 6 _&_ II.10 - Reimbursement of appropriations carried over from financial  year N-1 (financial year in which financial discipline adjustment apply) - Art.26(5) of Regulation (EU) No 1306/2013",EAGF _&_ EAFRD _&_ National,8,,
12,sia pharmeko lettland,1107026.74,0.002110545123305865,Madonas nov.,96e830420e116b9c67d7761fcd217e51d748257a _&_ ec00d1395dc58b565abc70500f4602c53747efb1 _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 040d5cbeb296c0c665bc820cc81fed686ed82716,"I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ VI.16 EAFRD _&_ II.2 - Single area payment scheme – Art. 36 _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ VI.16 National _&_ II.10 - Reimbursement of appropriations carried over from financial  year N-1 (financial year in which financial discipline adjustment apply) - Art.26(5) of Regulation (EU) No 1306/2013",EAFRD _&_ National _&_ EAGF,8,,
13,"zs valmieras rajona burtnieku pagasta zemnieku saimniecība ""kļaviņas",1013636.31,0.0019324963829475809,Valmieras nov.,96e830420e116b9c67d7761fcd217e51d748257a _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 91ca7a8751c15dac4a4b91f46ec736d9f8002557 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ 040d5cbeb296c0c665bc820cc81fed686ed82716,"I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ II.2 - Single area payment scheme – Art. 36 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ V.6 EAFRD _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ VI.15 EAFRD _&_ V.6 National _&_ VI.15 National _&_ II.10 - Reimbursement of appropriations carried over from financial  year N-1 (financial year in which financial discipline adjustment apply) - Art.26(5) of Regulation (EU) No 1306/2013",EAFRD _&_ National _&_ EAGF,10,,
14,"zs zemnieku saimniecība ""kotiņi",1012469.9,0.0019302726237118509,Balvu nov.,96e830420e116b9c67d7761fcd217e51d748257a _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32 _&_ 040d5cbeb296c0c665bc820cc81fed686ed82716,"I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ II.2 - Single area payment scheme – Art. 36 _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ VI.15 EAFRD _&_ VI.15 National _&_ II.10 - Reimbursement of appropriations carried over from financial  year N-1 (financial year in which financial discipline adjustment apply) - Art.26(5) of Regulation (EU) No 1306/2013",EAFRD _&_ EAGF _&_ National,8,,
15,"as ""agrofirma tērvete",986361.12,0.0018804962666344547,Dobeles nov.,7b172f12bc410253518372e46823216c7a857c21 _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 96e830420e116b9c67d7761fcd217e51d748257a _&_ 040d5cbeb296c0c665bc820cc81fed686ed82716,"II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ II.2 - Single area payment scheme – Art. 36 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ II.10 - Reimbursement of appropriations carried over from financial  year N-1 (financial year in which financial discipline adjustment apply) - Art.26(5) of Regulation (EU) No 1306/2013",EAGF _&_ EAFRD _&_ National,6,,
16,"as ""pampāļi",920678.26,0.0017552719745294763,Saldus nov.,d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 96e830420e116b9c67d7761fcd217e51d748257a _&_ 040d5cbeb296c0c665bc820cc81fed686ed82716,"II.2 - Single area payment scheme – Art. 36 _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ II.10 - Reimbursement of appropriations carried over from financial  year N-1 (financial year in which financial discipline adjustment apply) - Art.26(5) of Regulation (EU) No 1306/2013",EAGF _&_ EAFRD _&_ National,6,,
17,"sia ""artis jp",892516.46,0.0017015815373377647,Liepāja,d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ 040d5cbeb296c0c665bc820cc81fed686ed82716 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32,"II.2 - Single area payment scheme – Art. 36 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ II.10 - Reimbursement of appropriations carried over from financial  year N-1 (financial year in which financial discipline adjustment apply) - Art.26(5) of Regulation (EU) No 1306/2013 _&_ VI.15 EAFRD _&_ VI.15 National",EAGF _&_ EAFRD _&_ National,6,,
18,app latvijas biozinātņu un tehnoloģiju universitāte,885195.01,0.0016876232018841627,Jelgava,ddfdb97f46cfeb55934bcc18cb4d733562f7a8d4 _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ 9e328d254aa6157ee3b4f7985edba31e37f7e706 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 141bc77784b65c7c4d14bce3d0ba4f914978ff7c _&_ ec00d1395dc58b565abc70500f4602c53747efb1 _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ 040d5cbeb296c0c665bc820cc81fed686ed82716 _&_ 55ee0e9e03e82e9028e85776f66a78737f276e32,"VI.21 EAFRD _&_ VI.21 National _&_ II.2 - Single area payment scheme – Art. 36 _&_ I.1 - Single payment scheme – Title III _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ IV.3 EAGF _&_ VI.16 EAFRD _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ II.10 - Reimbursement of appropriations carried over from financial  year N-1 (financial year in which financial discipline adjustment apply) - Art.26(5) of Regulation (EU) No 1306/2013 _&_ VI.15 EAFRD _&_ VI.15 National",EAFRD _&_ National _&_ EAGF,12,,
19,sia vārpa tukuma rajonā,878343.74,0.0016745612640244214,Tukuma nov.,96e830420e116b9c67d7761fcd217e51d748257a _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ 7b172f12bc410253518372e46823216c7a857c21 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ 040d5cbeb296c0c665bc820cc81fed686ed82716 _&_ 91ca7a8751c15dac4a4b91f46ec736d9f8002557 _&_ bd065481240836afd5ed455a4f9c64d129f1968d,"I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ II.2 - Single area payment scheme – Art. 36 _&_ II.7 - Voluntary coupled support – Title IV, Chapter 1 _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3 _&_ II.10 - Reimbursement of appropriations carried over from financial  year N-1 (financial year in which financial discipline adjustment apply) - Art.26(5) of Regulation (EU) No 1306/2013 _&_ V.6 EAFRD _&_ V.6 National _&_ VI.8 EAFRD _&_ VI.8 National",EAFRD _&_ EAGF _&_ National,10,,
20,"zs irlavas pagasta zemnieku saimniecība ""karotītes",877951.25,0.0016738129823203622,Tukuma nov.,96e830420e116b9c67d7761fcd217e51d748257a _&_ 07ecd204fce13940dcbb6253d091a10659cddac8 _&_ d03197faeef8ae1d065225a1bee5d3abb91d7f6d _&_ ec00d1395dc58b565abc70500f4602c53747efb1 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05,"I.4 - Beef and veal payments –Title IV, Chapter 1, Section 11
 _&_ I.5 - Premiums in the sheep meat and goat meat sector –  Title IV, Chapter 1, Section 10 _&_ II.2 - Single area payment scheme – Art. 36 _&_ VI.16 EAFRD _&_ II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3",EAFRD _&_ National _&_ EAGF,7,,
56595,09403929,54.64,1.0417109304643578e-07,Valmieras nov.,a88cdc4d55d3056d5362a34ca28b5dea865daf05,"II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3",EAGF,1,,
56596,09606869,53.88,1.0272215397770791e-07,Cēsu nov.,a88cdc4d55d3056d5362a34ca28b5dea865daf05,"II.4 - Payment for agricultural practices beneficial for the climate and the environment  Title III, Chapter 3",EAGF,1,,
56597,09607568,52.8,1.006631353010946e-07,Cēsu nov.,bd065481240836afd5ed455a4f9c64d129f1968d,VI.8 EAFRD _&_ VI.8 National,EAFRD _&_ National,2,,
56598,03251113,52.2,9.951923603630945e-08,Krāslavas nov.,18d4f18a6a367d546eb169f01417e731f15f9844,VI.17 EAFRD _&_ VI.17 National,EAFRD _&_ National,2,,
56599,07603853,51.41,9.801310200434229e-08,Balvu nov.,bd065481240836afd5ed455a4f9c64d129f1968d,VI.8 EAFRD _&_ VI.8 National,EAFRD _&_ National,2,,
56600,08602266,49.5,9.437168934477619e-08,Talsu nov.,18d4f18a6a367d546eb169f01417e731f15f9844,VI.17 EAFRD _&_ VI.17 National,EAFRD _&_ National,2,,
56601,09302917,48.96,9.334218000646954e-08,Smiltenes nov.,bd065481240836afd5ed455a4f9c64d129f1968d,VI.8 EAFRD _&_ VI.8 National,EAFRD _&_ National,2,,
56602,08251113,48.96,9.334218000646954e-08,Tukuma nov.,bd065481240836afd5ed455a4f9c64d129f1968d,VI.8 EAFRD _&_ VI.8 National,EAFRD _&_ National,2,,
56603,08603654,48.6,9.265584044759844e-08,Tukuma nov.,18d4f18a6a367d546eb169f01417e731f15f9844,VI.17 EAFRD _&_ VI.17 National,EAFRD _&_ National,2,,
56604,04602336,48.57,9.259864548435918e-08,Rīga,141bc77784b65c7c4d14bce3d0ba4f914978ff7c,IV.3 EAGF,EAGF,1,,
56605,05603590,48.150000000000006,9.179791599900958e-08,Jēkabpils nov.,18d4f18a6a367d546eb169f01417e731f15f9844,VI.17 EAFRD _&_ VI.17 National,EAFRD _&_ National,2,,
56606,08604281,47.7,9.09399915504207e-08,Tukuma nov.,18d4f18a6a367d546eb169f01417e731f15f9844,VI.17 EAFRD _&_ VI.17 National,EAFRD _&_ National,2,,
56607,05603952,45.9,8.750829375606519e-08,Madonas nov.,18d4f18a6a367d546eb169f01417e731f15f9844,VI.17 EAFRD _&_ VI.17 National,EAFRD _&_ National,2,,
56608,09350876,36.72,7.000663500485215e-08,Smiltenes nov.,bd065481240836afd5ed455a4f9c64d129f1968d,VI.8 EAFRD _&_ VI.8 National,EAFRD _&_ National,2,,
56609,09607064,20.4,3.889257500269564e-08,Valkas nov.,bd065481240836afd5ed455a4f9c64d129f1968d,VI.8 EAFRD _&_ VI.8 National,EAFRD _&_ National,2,,
56610,02350547,16.16,3.0809020198213804e-08,Saldus nov.,f5de017e80b4611421af055819b11398d49bb073,V/B.1.3 - (a) measures aimed at promoting knowledge and improving human potential through:,EAFRD _&_ National,2,,
56611,01605207,16.08,3.065650029624244e-08,Ludzas nov.,91ca7a8751c15dac4a4b91f46ec736d9f8002557,V.6 EAFRD _&_ V.6 National,EAFRD _&_ National,2,,
56612,05201698,10.21,1.946535248909424e-08,Madonas nov.,f5de017e80b4611421af055819b11398d49bb073,V/B.1.3 - (a) measures aimed at promoting knowledge and improving human potential through:,EAFRD _&_ National,2,,
56613,09350646,9.59,1.8283323248816235e-08,Smiltenes nov.,f5de017e80b4611421af055819b11398d49bb073,V/B.1.3 - (a) measures aimed at promoting knowledge and improving human potential through:,EAFRD _&_ National,2,,
56614,03602488,3.17,6.043601115614959e-09,Preiļu nov.,0085061858c2f35b3ef2ce168a8cd7dfc241df93,VI.22 EAFRD _&_ VI.22 National,EAFRD _&_ National,2,,
