rank,recipient_name,amount,fraction,address,scheme_id,scheme,scheme_1,counts,latitude,longitude
11,veljekset rönkä oy,1484508.33,0.001282952975013512,KEMI,96e830420e116b9c67d7761fcd217e51d748257a,VI.4,National _&_ EAFRD,2,,
12,wikli group oy,1098515.71,0.0009493675244271484,KIURUVESI,2b1351297f9d38f59530bc598ff84e4da9326d77 _&_ 4fe32c61105e0421457f32fc9d3b0d0c69af754b _&_ ddfdb97f46cfeb55934bcc18cb4d733562f7a8d4,VI.2 _&_ V.8 _&_ VI.21,National _&_ EAFRD,5,,
13,kasvimaa oy,1080020.55,0.0009333834978872968,LAITILA,96e830420e116b9c67d7761fcd217e51d748257a,VI.4,National _&_ EAFRD,2,,
14,leader pohjoisin lappi ry,991003.87,0.0008564528319395848,SODANKYLÄ,a467ecf0b834f66a211d9ab7a9a6abf3cd81c4e5 _&_ 12e667f2468f92e4442ccc751d739bf51c34b896 _&_ ba90013a92ee3fa1895b18b70992e7a25e867a0b,V.7 _&_ VI.24 _&_ VI.7,National _&_ EAFRD,13,,
15,jyväskylän ammattikorkeakoulu oy,964249.62,0.0008333310724060729,JYVÄSKYLÄ,ddfdb97f46cfeb55934bcc18cb4d733562f7a8d4 _&_ ba90013a92ee3fa1895b18b70992e7a25e867a0b _&_ 9e328d254aa6157ee3b4f7985edba31e37f7e706,VI.21 _&_ VI.7 _&_ VI.1,National _&_ EAFRD,13,,
16,kairan kuitu oy,945171.89,0.0008168435728310422,PUDASJÄRVI,ba90013a92ee3fa1895b18b70992e7a25e867a0b,VI.7,EAFRD,1,,
17,kehittämisyhdistys liiveri ry,910880.21,0.0007872077587469195,SEINÄJOKI,a467ecf0b834f66a211d9ab7a9a6abf3cd81c4e5 _&_ ba90013a92ee3fa1895b18b70992e7a25e867a0b _&_ 12e667f2468f92e4442ccc751d739bf51c34b896,V.7 _&_ VI.7 _&_ VI.24,National _&_ EAFRD,13,,
18,kerava garden oy,882472.38,0.0007626569298457587,KERAVA,96e830420e116b9c67d7761fcd217e51d748257a,VI.4,National _&_ EAFRD,2,,
19,pielisen bio oy,861333.28,0.0007443879375565015,LIEKSA,fd194209a0f99aecd4bd45346022d967b53f5c1f,VI.6,EAFRD,1,,
20,rutbackens gård ab,855548.81,0.0007393888393059876,UUSIKAARLEPYY,b42ec9d695f40a196ffb2fd4456e184226889bc3 _&_ 96e830420e116b9c67d7761fcd217e51d748257a,VI.19 _&_ VI.4,National _&_ EAFRD,4,,
14335,588706,8.53,7.37186087522005e-09,LOPPI,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14336,588704,8.4,7.2595112956445995e-09,KUOPIO,55ee0e9e03e82e9028e85776f66a78737f276e32,VI.15,National,1,,
14337,588702,8.180000000000007,7.069381237901532e-09,KIURUVESI,e494e36044d922b6495fa5ab9f9bb797de6a1a91 _&_ a88cdc4d55d3056d5362a34ca28b5dea865daf05 _&_ e99ac5c92087b6643b7cb36921f4809df25e566f,II.1 _&_ II.4 _&_ II.11,EAGF,3,,
14338,588701,8.17,7.060738962549568e-09,RÄÄKKYLÄ,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14339,588699,7.9,6.827397528046707e-09,LIPERI,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14340,588696,7.71,6.663194296359507e-09,JUVA,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14341,588695,7.49,6.473064238616434e-09,LEPPÄVIRTA,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14342,588692,6.64,5.738470833700016e-09,PYHÄJÄRVI,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14343,588690,6.29,5.435991196381491e-09,KAUHAJOKI,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14344,588689,6.1,5.271787964694292e-09,NAANTALI,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14345,588688,5.77,4.986592878079683e-09,KAUHAVA,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14346,588686,5.69,4.91745467526402e-09,KAJAANI,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14347,588685,5.14,4.442129530906338e-09,LOPPI,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14348,588683,4.27,3.690251575286004e-09,KORSNÄS,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14349,588681,4.12,3.5606174450066366e-09,SIILINJÄRVI,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14350,588679,3.62,3.1285036774087438e-09,JYVÄSKYLÄ,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14351,588677,3.43,2.9643004457215447e-09,VARKAUS,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14352,588676,3.42,2.955658170369587e-09,PEDERSÖREN KUNTA,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14353,588675,3.37,2.9124467936097974e-09,PORVOO,040d5cbeb296c0c665bc820cc81fed686ed82716,II.10,EAGF,1,,
14354,588672,0.16,1.382764056313257e-10,VALKEAKOSKI,c622603023459ffbd7d5413130ce7c1f7fa2d262,II.6,EAGF,1,,
